A0A021WW64,0.843, 0.510, 0.498,274,0
A0A023GPK8,0.400, 0.436, 0.098,1447,6
A0A023GRW3,0.531, 0.821, 0.284,949,6
A0A076NAB7,0.615, 0.236, 0.247,486,1
A0A0A1EI90,0.223, 0.744, 0.381,2082,12
A0A0B4JCR3,0.696, 0.000, 0.968,46,0
A0A0B4JCS5,0.125, 0.216, 0.632,280,1
A0A0B4JCS8,0.701, 1.000, 0.427,97,0
A0A0B4JCT2,0.208, 0.237, 0.726,298,3
A0A0B4JCU2,0.051, 0.300, 1.000,137,1
A0A0B4JCU3,0.745, 0.859, 0.179,716,1
A0A0B4JCU6,0.101, 0.432, 1.000,139,1
A0A0B4JCV0,1.000, 0.000, 0.512,84,0
A0A0B4JCV2,0.150, 0.878, 1.000,67,1
A0A0B4JCV5,0.563, 0.403, 0.323,556,2
A0A0B4JCV9,0.656, 0.318, 0.572,64,0
A0A0B4JCX8,0.993, 0.000, 0.421,146,0
A0A0B4JCY1,0.322, 0.642, 0.339,1099,6
A0A0B4JCY2,0.009, 0.143, 1.000,211,1
A0A0B4JCY7,0.178, 0.284, 0.843,107,1
A0A0B4JCY9,0.318, 0.645, 0.572,66,1
A0A0B4JCZ0,0.489, 0.376, 0.225,990,4
A0A0B4JCZ1,0.147, 0.076, 0.224,123,1
A0A0B4JCZ3,0.039, 0.183, 1.000,102,1
A0A0B4JCZ8,0.849, 0.364, 0.040,2028,4
A0A0B4JD04,0.244, 0.460, 0.787,213,2
A0A0B4JD30,0.719, 1.000, 0.598,135,1
A0A0B4JD40,0.571, 0.494, 0.375,415,1
A0A0B4JD55,0.845, 0.768, 0.107,1292,4
A0A0B4JD61,0.400, 0.333, 1.000,45,0
A0A0B4JD68,0.242, 0.893, 1.000,62,0
A0A0B4JD69,0.516, 0.506, 0.587,188,1
A0A0B4JD70,0.625, 0.704, 1.000,72,0
A0A0B4JD83,0.514, 1.000, 0.722,70,0
A0A0B4JD85,0.122, 0.398, 0.762,140,1
A0A0B4JD88,0.606, 1.000, 0.913,76,0
A0A0B4JD89,0.285, 0.524, 0.540,512,5
A0A0B4JD97,0.760, 0.413, 0.091,1322,3
A0A0B4JDA6,0.796, 0.456, 0.686,108,0
A0A0B4JDB3,0.258, 0.070, 0.399,97,1
A0A0B4JDB4,0.204, 0.318, 0.588,83,1
A0A0B4JDC9,0.706, 0.507, 0.086,1844,6
A0A0B4JDD0,0.455, 0.538, 0.189,1264,9
A0A0B4JDD6,0.330, 0.154, 0.782,97,1
A0A0B4JDD7,0.507, 0.471, 0.300,138,1
A0A0B4JDE0,0.502, 0.728, 0.568,207,1
A0A0B4JDE2,0.277, 0.782, 0.523,76,1
A0A0B4JDE5,0.298, 0.591, 0.678,94,1
A0A0B4JDE6,0.149, 0.323, 0.383,229,2
A0A0B4JDE7,0.157, 0.147, 1.000,89,1
A0A0B4JDF8,0.689, 1.000, 0.714,61,0
A0A0B4JDG0,0.844, 0.474, 0.544,122,0
A0A0B4JDG3,0.183, 0.549, 1.000,87,1
A0A0B4K5Z8,0.072, 0.099, 0.306,781,4
A0A0B4K600,0.276, 0.305, 0.149,362,2
A0A0B4K620,0.738, 0.374, 0.066,1344,4
A0A0B4K646,0.910, 0.000, 0.336,134,0
A0A0B4K650,0.125, 0.173, 1.000,152,1
A0A0B4K651,0.507, 0.281, 0.089,784,3
A0A0B4K653,0.562, 0.251, 0.060,919,4
A0A0B4K658,0.181, 0.410, 0.519,149,1
A0A0B4K675,0.164, 0.672, 1.000,73,0
A0A0B4K682,0.825, 0.600, 0.034,1315,4
A0A0B4K684,0.390, 0.389, 0.826,59,0
A0A0B4K687,0.185, 0.244, 0.632,281,2
A0A0B4K691,0.109, 0.483, 0.367,568,6
A0A0B4K692,0.075, 0.084, 0.187,774,3
A0A0B4K696,0.619, 1.000, 0.942,84,0
A0A0B4K6A7,0.880, 0.529, 0.132,1120,1
A0A0B4K6A8,0.543, 1.000, 0.762,116,0
A0A0B4K6B2,0.115, 0.064, 1.000,122,1
A0A0B4K6B9,0.330, 0.901, 0.558,869,6
A0A0B4K6C0,0.500, 0.108, 0.608,56,1
A0A0B4K6E5,0.789, 1.000, 0.578,114,0
