A0A0H3GG41,0.014, 0.013, 1.000,152,1
A0A0H3GG46,0.000, 0.029, 1.000,139,1
A0A0H3GG52,0.067, 0.305, 0.955,327,1
A0A0H3GG57,0.236, 0.971, 1.000,89,1
A0A0H3GG62,0.048, 0.240, 1.000,210,2
A0A0H3GG67,0.009, 0.093, 1.000,469,2
A0A0H3GG72,0.000, 0.000, 1.000,145,1
A0A0H3GG77,0.049, 0.153, 1.000,309,1
A0A0H3GG83,0.133, 0.058, 0.406,278,2
A0A0H3GG89,0.014, 0.123, 1.000,280,2
A0A0H3GG94,0.010, 0.337, 1.000,192,2
A0A0H3GG98,0.000, 0.000, 1.000,104,1
A0A0H3GGA4,0.064, 0.003, 0.625,328,1
A0A0H3GGA9,0.011, 0.090, 1.000,281,1
A0A0H3GGB5,0.065, 0.097, 1.000,232,2
A0A0H3GGB8,0.039, 0.123, 1.000,306,1
A0A0H3GGC5,0.186, 1.000, 1.000,43,0
A0A0H3GGC8,0.028, 0.266, 0.500,810,2
A0A0H3GGD2,0.010, 0.099, 1.000,295,1
A0A0H3GGD7,0.134, 0.059, 0.239,216,1
A0A0H3GGE5,0.009, 0.046, 1.000,457,1
A0A0H3GGE9,0.005, 0.074, 1.000,366,1
A0A0H3GGF6,0.051, 0.410, 1.000,506,3
A0A0H3GGG0,0.006, 0.075, 1.000,616,1
A0A0H3GGG7,0.076, 0.837, 1.000,93,1
A0A0H3GGH2,0.026, 0.088, 1.000,502,2
A0A0H3GGH7,0.033, 0.159, 1.000,338,3
A0A0H3GGI2,0.009, 0.022, 1.000,224,2
A0A0H3GGI8,0.024, 0.287, 1.000,246,1
A0A0H3GGJ2,0.000, 0.049, 1.000,246,1
A0A0H3GGJ6,0.448, 0.812, 0.933,67,0
A0A0H3GGJ9,0.078, 0.351, 0.641,720,4
A0A0H3GGK3,0.055, 0.096, 1.000,286,1
A0A0H3GGK6,0.012, 0.068, 1.000,330,1
A0A0H3GGL0,0.008, 0.055, 1.000,253,1
A0A0H3GGL3,0.482, 0.232, 1.000,83,1
A0A0H3GGL7,0.179, 0.375, 1.000,39,0
A0A0H3GGM3,0.002, 0.025, 1.000,443,1
A0A0H3GGM9,0.006, 0.101, 1.000,320,1
A0A0H3GGN5,0.148, 1.000, 0.953,142,2
A0A0H3GGP0,0.084, 0.451, 0.714,1407,6
A0A0H3GGP6,0.675, 0.000, 1.000,40,0
A0A0H3GGQ3,0.009, 0.086, 1.000,211,1
A0A0H3GGQ9,0.000, 0.067, 1.000,223,1
A0A0H3GGR4,0.769, 0.000, 1.000,39,0
A0A0H3GGR8,0.052, 0.103, 1.000,153,1
A0A0H3GGS4,0.172, 0.195, 0.157,297,2
A0A0H3GGS5,0.042, 0.236, 0.857,499,4
A0A0H3GGS8,0.081, 0.026, 0.753,296,1
A0A0H3GGS9,0.113, 0.379, 1.000,274,2
A0A0H3GGT3,0.000, 0.137, 1.000,168,1
A0A0H3GGT5,0.018, 0.097, 1.000,317,2
A0A0H3GGT7,0.026, 0.268, 1.000,299,1
A0A0H3GGT9,0.000, 0.002, 1.000,549,1
A0A0H3GGU1,0.081, 0.453, 0.370,469,3
A0A0H3GGU3,0.345, 0.611, 1.000,55,0
A0A0H3GGU5,0.015, 0.086, 1.000,199,1
A0A0H3GGU7,0.041, 0.258, 0.756,514,1
A0A0H3GGU9,0.201, 0.515, 0.935,80,1
