A0A060Q5Z9,0.275, 0.939, 0.778,295,2
A0A060Q600,0.224, 0.903, 0.500,161,1
A0A060Q608,0.186, 0.405, 0.398,285,2
A0A060Q617,0.979, 0.000, 0.784,95,0
A0A061ACK7,0.219, 0.076, 0.269,287,1
A0A061ACQ0,0.087, 0.346, 0.839,588,6
A0A061ACQ8,0.362, 0.645, 0.500,724,6
A0A061ACU2,0.335, 0.901, 0.552,2442,18
A0A061ACY0,0.263, 0.062, 0.087,304,1
A0A061AD00,0.295, 0.439, 0.322,1681,9
A0A061AD30,0.139, 0.192, 0.511,322,2
A0A061AD47,0.552, 0.754, 0.451,891,3
A0A061AD48,0.285, 0.542, 0.375,983,8
A0A061AD52,0.276, 0.254, 0.960,185,2
A0A061AD72,0.436, 0.688, 0.362,1484,8
A0A061ADP6,0.892, 1.000, 0.361,286,1
A0A061ADQ6,0.299, 0.172, 0.080,546,1
A0A061AE05,0.065, 0.234, 0.369,654,2
A0A061AE10,0.500, 1.000, 0.942,34,0
A0A061AEB7,0.480, 1.000, 0.444,75,1
A0A061AIW8,0.255, 0.227, 0.416,255,2
A0A061AJ50,0.206, 0.395, 0.369,537,2
A0A061AKR0,1.000, 0.000, 0.948,58,0
A0A061AKV1,0.041, 0.130, 0.951,534,1
A0A061AKX8,0.912, 0.954, 0.292,229,0
A0A061AL07,1.000, 0.000, 0.147,75,0
A0A067XG43,0.146, 0.417, 0.829,315,2
A0A077LSK8,0.167, 0.421, 0.814,485,2
A0A077LTN0,0.057, 0.572, 0.947,332,2
A0A078BPD2,0.388, 0.967, 1.000,49,0
A0A078BPD7,0.667, 0.329, 0.231,501,1
A0A078BPE5,0.246, 0.649, 0.573,333,3
A0A078BPF3,0.229, 0.143, 0.249,563,2
A0A078BPG0,0.000, 0.016, 1.000,124,1
A0A078BPH2,1.000, 0.000, 0.257,101,0
A0A078BPH9,0.274, 0.446, 0.182,241,2
A0A078BPK1,0.118, 0.442, 1.000,118,1
A0A078BQH5,0.068, 0.223, 0.456,322,2
A0A078BQI6,0.150, 0.480, 0.880,326,3
A0A078BQJ0,0.331, 0.374, 0.390,396,4
A0A078BQL1,0.389, 0.635, 0.242,448,5
A0A078BQM5,1.000, 0.000, 0.338,145,0
A0A078BQN7,0.475, 0.510, 0.316,421,3
A0A078BQP2,0.178, 0.676, 0.736,1034,7
A0A078BS51,0.417, 0.413, 0.146,859,3
A0A078BS54,0.370, 0.910, 0.408,192,2
A0A078BS72,0.872, 0.820, 0.112,921,2
A0A078BS77,0.950, 0.000, 0.693,161,0
A0A078BS80,0.183, 0.783, 0.760,339,3
A0A078BTJ4,0.873, 0.883, 0.208,666,1
A0A078BTM6,0.376, 0.767, 0.423,483,2
A0A0B7H0Y9,0.331, 0.789, 0.622,248,2
A0A0B7H2U2,0.069, 0.231, 1.000,335,2
A0A0B7H3M6,0.058, 0.386, 0.672,308,1
A0A0K2WN07,0.211, 0.992, 0.948,180,1
A0A0K2WNK1,0.083, 0.423, 0.217,676,2
A0A0K2WPR7,0.895, 0.972, 0.249,341,2
A0A0K3AQM0,0.334, 0.596, 0.189,793,4
A0A0K3AQN0,0.680, 0.622, 0.101,1619,5
A0A0K3AQN5,0.119, 0.455, 0.244,1296,4
A0A0K3AQR2,0.153, 0.034, 0.307,385,1
A0A0K3AQR5,0.278, 0.849, 0.647,183,2
A0A0K3AQW3,0.185, 0.218, 0.486,927,6
A0A0K3AR19,0.170, 0.625, 0.694,424,3
A0A0K3AR23,0.595, 1.000, 0.830,79,0
A0A0K3AR25,0.415, 0.718, 0.528,480,5
A0A0K3AR48,0.945, 1.000, 0.261,324,1
A0A0K3AR51,0.354, 0.785, 0.350,2338,15
A0A0K3AR66,0.090, 0.263, 0.389,456,1
A0A0K3AR81,0.793, 0.367, 0.369,696,3
A0A0K3ARA3,0.296, 0.625, 0.480,696,6
A0A0K3ARA6,0.898, 1.000, 0.334,560,0
A0A0K3ARD0,0.440, 0.180, 0.416,109,1
A0A0K3ARD1,0.170, 0.286, 0.847,194,2
A0A0K3ARD8,0.611, 0.500, 0.486,175,1
A0A0K3ARH1,0.311, 0.260, 0.733,386,2
A0A0K3ARN9,0.736, 0.413, 0.292,303,1
A0A0K3ARQ1,0.333, 0.778, 1.000,54,0
A0A0K3ARQ4,0.497, 0.254, 0.278,312,2
A0A0K3ART0,0.055, 0.279, 0.345,473,2
A0A0K3ART6,0.322, 0.745, 0.283,342,1
A0A0K3ARV3,0.810, 0.563, 0.463,168,1
A0A0K3ARZ7,0.242, 0.226, 0.773,363,2
A0A0K3ARZ8,0.243, 0.300, 0.317,181,1
A0A0K3AS36,0.327, 0.460, 0.171,1087,9
A0A0K3AS38,0.622, 0.249, 0.818,53,0
A0A0K3AS56,0.996, 0.000, 0.096,280,0
A0A0K3AS76,0.112, 0.349, 0.527,323,2
A0A0K3AS98,0.338, 0.405, 0.240,381,2
A0A0K3ASB0,0.619, 0.966, 0.365,239,2
A0A0K3ASB3,0.048, 0.297, 0.646,353,2
