4.133779 	 0.232885 	 0.222914 	 0.238878 
4.173913 	 0.227020 	 0.217509 	 0.232776 
4.214047 	 0.221015 	 0.211918 	 0.226495 
4.254181 	 0.214984 	 0.206217 	 0.220248 
4.294314 	 0.208899 	 0.200503 	 0.213920 
4.334448 	 0.202785 	 0.194791 	 0.207542 
4.374582 	 0.196658 	 0.189113 	 0.201196 
4.414716 	 0.190468 	 0.183493 	 0.194713 
4.454849 	 0.184344 	 0.177884 	 0.188270 
4.494983 	 0.178190 	 0.172327 	 0.181890 
4.535117 	 0.172081 	 0.166829 	 0.175638 
4.575251 	 0.166028 	 0.161449 	 0.169374 
4.615385 	 0.160019 	 0.156030 	 0.163239 
4.655518 	 0.154085 	 0.150378 	 0.157125 
4.695652 	 0.148248 	 0.144751 	 0.151129 
4.735786 	 0.142476 	 0.139229 	 0.145294 
4.775920 	 0.136818 	 0.133721 	 0.139568 
4.816054 	 0.131294 	 0.128216 	 0.133908 
4.856187 	 0.125808 	 0.122755 	 0.128456 
4.896321 	 0.120482 	 0.117329 	 0.123098 
4.936455 	 0.115261 	 0.112048 	 0.117909 
4.976589 	 0.110082 	 0.106912 	 0.112784 
5.016722 	 0.105098 	 0.101876 	 0.107841 
5.056856 	 0.100241 	 0.097026 	 0.103095 
5.096990 	 0.095521 	 0.092313 	 0.098463 
5.137124 	 0.090932 	 0.087743 	 0.093986 
5.177258 	 0.086458 	 0.083310 	 0.089583 
5.217391 	 0.082109 	 0.078978 	 0.085326 
5.257525 	 0.077922 	 0.074870 	 0.081168 
5.297659 	 0.073848 	 0.070874 	 0.077141 
5.337793 	 0.069923 	 0.067092 	 0.073199 
5.377926 	 0.066211 	 0.063408 	 0.069409 
5.418060 	 0.062664 	 0.059864 	 0.065791 
5.458194 	 0.059236 	 0.056583 	 0.062342 
5.498328 	 0.055981 	 0.053386 	 0.059038 
5.538462 	 0.052886 	 0.050323 	 0.055867 
5.578595 	 0.049961 	 0.047442 	 0.052844 
5.618729 	 0.047181 	 0.044711 	 0.049922 
5.658863 	 0.044516 	 0.042121 	 0.047271 
5.698997 	 0.041991 	 0.039661 	 0.044864 
5.739130 	 0.039637 	 0.037344 	 0.042619 
5.779264 	 0.037410 	 0.035092 	 0.040563 
5.819398 	 0.035323 	 0.032952 	 0.038617 
5.859532 	 0.033386 	 0.030962 	 0.036765 
5.899666 	 0.031583 	 0.029110 	 0.035056 
5.939799 	 0.029899 	 0.027334 	 0.033536 
5.979933 	 0.028341 	 0.025745 	 0.032133 
6.020067 	 0.026904 	 0.024291 	 0.030742 
6.060201 	 0.025582 	 0.022979 	 0.029471 
6.100334 	 0.024384 	 0.021740 	 0.028311 
6.140468 	 0.023330 	 0.020682 	 0.027189 
6.180602 	 0.022328 	 0.019710 	 0.026180 
6.220736 	 0.021447 	 0.018866 	 0.025177 
6.260870 	 0.020649 	 0.018050 	 0.024289 
6.301003 	 0.019952 	 0.017341 	 0.023435 
6.341137 	 0.019342 	 0.016705 	 0.022694 
6.381271 	 0.018807 	 0.016206 	 0.021897 
6.421405 	 0.018333 	 0.015742 	 0.021263 
6.461538 	 0.017921 	 0.015375 	 0.020618 
6.501672 	 0.017534 	 0.015081 	 0.019941 
6.541806 	 0.017219 	 0.014890 	 0.019433 
6.581940 	 0.016959 	 0.014700 	 0.019104 
6.622074 	 0.016715 	 0.014563 	 0.018865 
6.662207 	 0.016527 	 0.014419 	 0.018651 
6.702341 	 0.016363 	 0.014281 	 0.018516 
6.742475 	 0.016251 	 0.014007 	 0.018461 
6.782609 	 0.016181 	 0.013834 	 0.018550 
6.822742 	 0.016153 	 0.013520 	 0.018597 
6.862876 	 0.016185 	 0.013173 	 0.018769 
6.903010 	 0.016257 	 0.012746 	 0.018948 
6.943144 	 0.016283 	 0.012172 	 0.019205 
6.983278 	 0.016355 	 0.011589 	 0.019430 
7.023411 	 0.016451 	 0.011017 	 0.019716 
7.063545 	 0.016548 	 0.010482 	 0.020090 
7.103679 	 0.016651 	 0.009963 	 0.020514 
7.143813 	 0.016830 	 0.009448 	 0.020913 
7.183946 	 0.016951 	 0.008915 	 0.021433 
7.224080 	 0.017033 	 0.008387 	 0.021845 
7.264214 	 0.017144 	 0.007853 	 0.022396 
7.304348 	 0.017194 	 0.007327 	 0.022960 
7.344482 	 0.017190 	 0.006814 	 0.023511 
7.384615 	 0.017285 	 0.006303 	 0.024008 
7.424749 	 0.017297 	 0.005795 	 0.024556 
7.464883 	 0.017368 	 0.005300 	 0.025069 
7.505017 	 0.017375 	 0.004828 	 0.025503 
7.545151 	 0.017340 	 0.004381 	 0.025934 
7.585284 	 0.017259 	 0.003958 	 0.026335 
7.625418 	 0.017198 	 0.003537 	 0.026777 
7.665552 	 0.017142 	 0.003151 	 0.027191 
7.705686 	 0.017025 	 0.002796 	 0.027583 
7.745819 	 0.016862 	 0.002457 	 0.027910 
7.785953 	 0.016669 	 0.002129 	 0.028200 
7.826087 	 0.016525 	 0.001836 	 0.028491 
7.866221 	 0.016273 	 0.001569 	 0.028748 
7.906355 	 0.016052 	 0.001325 	 0.028989 
7.946488 	 0.015746 	 0.001102 	 0.029179 
7.986622 	 0.015408 	 0.000884 	 0.029316 
8.026756 	 0.015092 	 0.000692 	 0.029418 
8.066890 	 0.014775 	 0.000531 	 0.029474 
8.107023 	 0.014373 	 0.000398 	 0.029492 
8.147157 	 0.013936 	 0.000288 	 0.029517 
8.187291 	 0.013507 	 0.000198 	 0.029420 
8.227425 	 0.013046 	 0.000128 	 0.029302 
8.267559 	 0.012583 	 0.000077 	 0.029157 
8.307692 	 0.012082 	 0.000041 	 0.029002 
8.347826 	 0.011611 	 0.000018 	 0.028848 
8.387960 	 0.011134 	 0.000006 	 0.028572 
8.428094 	 0.010648 	 0.000001 	 0.028268 
8.468227 	 0.010155 	 0.000000 	 0.027919 
8.508361 	 0.009632 	 0.000000 	 0.027531 
8.548495 	 0.009121 	 0.000000 	 0.027114 
8.588629 	 0.008632 	 0.000000 	 0.026663 
8.628763 	 0.008144 	 0.000000 	 0.026178 
8.668896 	 0.007642 	 0.000000 	 0.025660 
8.709030 	 0.007152 	 0.000000 	 0.025077 
8.749164 	 0.006659 	 0.000000 	 0.024466 
8.789298 	 0.006175 	 0.000000 	 0.023804 
8.829431 	 0.005699 	 0.000000 	 0.023135 
8.869565 	 0.005240 	 0.000000 	 0.022440 
8.909699 	 0.004790 	 0.000000 	 0.021741 
8.949833 	 0.004366 	 0.000000 	 0.021044 
8.989967 	 0.003960 	 0.000000 	 0.020305 
9.030100 	 0.003562 	 0.000000 	 0.019548 
9.070234 	 0.003175 	 0.000000 	 0.018779 
9.110368 	 0.002812 	 0.000000 	 0.018000 
9.150502 	 0.002474 	 0.000000 	 0.017213 
9.190635 	 0.002157 	 0.000000 	 0.016422 
9.230769 	 0.001861 	 0.000000 	 0.015628 
9.270903 	 0.001583 	 0.000000 	 0.014834 
9.311037 	 0.001327 	 0.000000 	 0.014072 
9.351171 	 0.001099 	 0.000000 	 0.013315 
9.391304 	 0.000899 	 0.000000 	 0.012516 
9.431438 	 0.000712 	 0.000000 	 0.011732 
9.471572 	 0.000556 	 0.000000 	 0.011004 
9.511706 	 0.000424 	 0.000000 	 0.010288 
9.551839 	 0.000312 	 0.000000 	 0.009586 
9.591973 	 0.000218 	 0.000000 	 0.008887 
9.632107 	 0.000144 	 0.000000 	 0.008178 
9.672241 	 0.000088 	 0.000000 	 0.007501 
9.712375 	 0.000048 	 0.000000 	 0.006876 
9.752508 	 0.000022 	 0.000000 	 0.006274 
9.792642 	 0.000008 	 0.000000 	 0.005695 
9.832776 	 0.000001 	 0.000000 	 0.005143 
9.872910 	 0.000000 	 0.000000 	 0.004616 
9.913043 	 0.000000 	 0.000000 	 0.004117 
9.953177 	 0.000000 	 0.000000 	 0.003647 
9.993311 	 0.000000 	 0.000000 	 0.003206 
10.033445 	 0.000000 	 0.000000 	 0.002794 
10.073579 	 0.000000 	 0.000000 	 0.002403 
10.113712 	 0.000000 	 0.000000 	 0.002047 
10.153846 	 0.000000 	 0.000000 	 0.001724 
10.193980 	 0.000000 	 0.000000 	 0.001432 
10.234114 	 0.000000 	 0.000000 	 0.001171 
10.274247 	 0.000000 	 0.000000 	 0.000940 
10.314381 	 0.000000 	 0.000000 	 0.000737 
10.354515 	 0.000000 	 0.000000 	 0.000559 
10.394649 	 0.000000 	 0.000000 	 0.000412 
10.434783 	 0.000000 	 0.000000 	 0.000293 
10.474916 	 0.000000 	 0.000000 	 0.000198 
10.515050 	 0.000000 	 0.000000 	 0.000126 
10.555184 	 0.000000 	 0.000000 	 0.000074 
10.595318 	 0.000000 	 0.000000 	 0.000038 
10.635452 	 0.000000 	 0.000000 	 0.000016 
10.675585 	 0.000000 	 0.000000 	 0.000004 
10.715719 	 0.000000 	 0.000000 	 0.000000 
10.755853 	 0.000000 	 0.000000 	 0.000000 
10.795987 	 0.000000 	 0.000000 	 0.000000 
10.836120 	 0.000000 	 0.000000 	 0.000000 
10.876254 	 0.000000 	 0.000000 	 0.000000 
10.916388 	 0.000000 	 0.000000 	 0.000000 
10.956522 	 0.000000 	 0.000000 	 0.000000 
10.996656 	 0.000000 	 0.000000 	 0.000000 
11.036789 	 0.000000 	 0.000000 	 0.000000 
11.076923 	 0.000000 	 0.000000 	 0.000000 
11.117057 	 0.000000 	 0.000000 	 0.000000 
11.157191 	 0.000000 	 0.000000 	 0.000000 
11.197324 	 0.000000 	 0.000000 	 0.000000 
11.237458 	 0.000000 	 0.000000 	 0.000000 
11.277592 	 0.000000 	 0.000000 	 0.000000 
11.317726 	 0.000000 	 0.000000 	 0.000000 
11.357860 	 0.000000 	 0.000000 	 0.000000 
11.397993 	 0.000000 	 0.000000 	 0.000000 
11.438127 	 0.000000 	 0.000000 	 0.000000 
11.478261 	 0.000000 	 0.000000 	 0.000000 
11.518395 	 0.000000 	 0.000000 	 0.000000 
11.558528 	 0.000000 	 0.000000 	 0.000000 
11.598662 	 0.000000 	 0.000000 	 0.000000 
11.638796 	 0.000000 	 0.000000 	 0.000000 
11.678930 	 0.000000 	 0.000000 	 0.000000 
11.719064 	 0.000000 	 0.000000 	 0.000000 
11.759197 	 0.000000 	 0.000000 	 0.000000 
11.799331 	 0.000000 	 0.000000 	 0.000000 
11.839465 	 0.000000 	 0.000000 	 0.000000 
11.879599 	 0.000000 	 0.000000 	 0.000000 
11.919732 	 0.000000 	 0.000000 	 0.000000 
11.959866 	 0.000000 	 0.000000 	 0.000000 
12.000000 	 0.000000 	 0.000000 	 0.000000 
